country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website,Population,GDP,land_area,cpi,latest_literacy,political_stability
Afghanistan,AFG,2021-03-10,NA,NA,NA,NA,2862,NA,NA,NA,74,Oxford/AstraZeneca,Government of Afghanistan,http://www.xinhuanet.com/english/asiapacific/2021-03/16/c_139814668.htm,32890171,19291104008,652860,19,43.01971817,-2.649407
Afghanistan,AFG,2021-03-11,NA,NA,NA,NA,2862,NA,NA,NA,74,Oxford/AstraZeneca,Government of Afghanistan,http://www.xinhuanet.com/english/asiapacific/2021-03/16/c_139814668.htm,32890171,19291104008,652860,19,43.01971817,-2.649407
Afghanistan,AFG,2021-03-12,NA,NA,NA,NA,2862,NA,NA,NA,74,Oxford/AstraZeneca,Government of Afghanistan,http://www.xinhuanet.com/english/asiapacific/2021-03/16/c_139814668.htm,32890171,19291104008,652860,19,43.01971817,-2.649407
Afghanistan,AFG,2021-03-13,NA,NA,NA,NA,2862,NA,NA,NA,74,Oxford/AstraZeneca,Government of Afghanistan,http://www.xinhuanet.com/english/asiapacific/2021-03/16/c_139814668.htm,32890171,19291104008,652860,19,43.01971817,-2.649407
Afghanistan,AFG,2021-03-14,NA,NA,NA,NA,2862,NA,NA,NA,74,Oxford/AstraZeneca,Government of Afghanistan,http://www.xinhuanet.com/english/asiapacific/2021-03/16/c_139814668.htm,32890171,19291104008,652860,19,43.01971817,-2.649407
Afghanistan,AFG,2021-03-15,NA,NA,NA,NA,2862,NA,NA,NA,74,Oxford/AstraZeneca,Government of Afghanistan,http://www.xinhuanet.com/english/asiapacific/2021-03/16/c_139814668.htm,32890171,19291104008,652860,19,43.01971817,-2.649407
Afghanistan,AFG,2021-03-16,54000,54000,NA,NA,2862,0.14,0.14,NA,74,Oxford/AstraZeneca,Government of Afghanistan,http://www.xinhuanet.com/english/asiapacific/2021-03/16/c_139814668.htm,32890171,19291104008,652860,19,43.01971817,-2.649407
Albania,ALB,2021-01-10,0,0,NA,NA,NA,0,0,NA,NA,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-01-11,NA,NA,NA,NA,64,NA,NA,NA,22,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-01-12,128,128,NA,NA,64,0,0,NA,22,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-01-13,188,188,NA,60,63,0.01,0.01,NA,22,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-01-14,266,266,NA,78,66,0.01,0.01,NA,23,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-01-15,308,308,NA,42,62,0.01,0.01,NA,22,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-01-16,369,369,NA,61,62,0.01,0.01,NA,22,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-01-17,405,405,NA,36,58,0.01,0.01,NA,20,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-01-18,447,447,NA,42,55,0.02,0.02,NA,19,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-01-19,483,483,NA,36,51,0.02,0.02,NA,18,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-01-20,519,519,NA,36,47,0.02,0.02,NA,16,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-01-21,549,549,NA,30,40,0.02,0.02,NA,14,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-01-22,NA,NA,NA,NA,34,NA,NA,NA,12,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-01-23,NA,NA,NA,NA,26,NA,NA,NA,9,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-01-24,NA,NA,NA,NA,21,NA,NA,NA,7,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-01-25,NA,NA,NA,NA,15,NA,NA,NA,5,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-01-26,NA,NA,NA,NA,9,NA,NA,NA,3,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-01-27,NA,NA,NA,NA,4,NA,NA,NA,1,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-02-02,550,549,1,NA,NA,0.02,0.02,0,NA,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-02-03,NA,NA,NA,NA,12,NA,NA,NA,4,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-02-04,NA,NA,NA,NA,24,NA,NA,NA,8,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-02-05,NA,NA,NA,NA,35,NA,NA,NA,12,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-02-06,NA,NA,NA,NA,47,NA,NA,NA,16,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-02-07,NA,NA,NA,NA,59,NA,NA,NA,21,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-02-08,NA,NA,NA,NA,71,NA,NA,NA,25,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-02-09,1127,689,438,NA,82,0.04,0.02,0.02,28,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-02-10,NA,NA,NA,NA,81,NA,NA,NA,28,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-02-11,NA,NA,NA,NA,79,NA,NA,NA,27,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-02-12,NA,NA,NA,NA,78,NA,NA,NA,27,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-02-13,NA,NA,NA,NA,76,NA,NA,NA,26,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-02-14,NA,NA,NA,NA,75,NA,NA,NA,26,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-02-15,NA,NA,NA,NA,73,NA,NA,NA,25,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-02-16,NA,NA,NA,NA,72,NA,NA,NA,25,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-02-17,1701,1090,611,NA,72,0.06,0.04,0.02,25,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-02-18,3049,2438,611,1348,254,0.11,0.08,0.02,88,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-02-19,4177,NA,NA,1128,405,0.15,NA,NA,141,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-02-20,NA,NA,NA,NA,516,NA,NA,NA,179,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-02-21,NA,NA,NA,NA,627,NA,NA,NA,218,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-02-22,6728,6073,655,NA,739,0.23,0.21,0.02,257,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-02-23,NA,NA,NA,NA,891,NA,NA,NA,310,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-02-24,NA,NA,NA,NA,1043,NA,NA,NA,362,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-02-25,10135,NA,NA,NA,1012,0.35,NA,NA,352,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-02-26,NA,NA,NA,NA,1000,NA,NA,NA,347,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-02-27,NA,NA,NA,NA,1027,NA,NA,NA,357,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-02-28,NA,NA,NA,NA,1054,NA,NA,NA,366,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-03-01,14295,NA,NA,NA,1081,0.5,NA,NA,376,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-03-02,NA,NA,NA,NA,1026,NA,NA,NA,357,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-03-03,15793,NA,NA,NA,971,0.55,NA,NA,337,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-03-04,NA,NA,NA,NA,927,NA,NA,NA,322,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-03-05,NA,NA,NA,NA,897,NA,NA,NA,312,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-03-06,NA,NA,NA,NA,867,NA,NA,NA,301,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-03-07,NA,NA,NA,NA,838,NA,NA,NA,291,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-03-08,NA,NA,NA,NA,808,NA,NA,NA,281,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
Albania,ALB,2021-03-09,NA,NA,NA,NA,820,NA,NA,NA,285,Pfizer/BioNTech,Ministry of Health,https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,2845955,15279183290,27400,36,98.14115143,0.1185695
